Suburb,City,Price,SQFT,Price_per_sqft,Bedrooms,Bathrooms,Zip Code,House Type,Built,Remodeled,Country,Condition
Old Town,Dubai,"$1,195,000.00 ",919,"$1,300.33 ",1,2,25315,Apartment,2010,0,U.A.E,5
Downtown Dubai,Dubai,"$1,600,000.00 ",1202,"$1,331.11 ",2,3,25315,Apartment,2005,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,399,999.00 ",2063,$678.62 ,2,3,25314,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$400,000.00 ",437,$915.33 ,0,1,25315,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$649,888.00 ",314,"$2,069.71 ",0,1,25314,Apartment,2018,0,U.A.E,4
Bluewaters,Dubai,"$2,750,000.00 ",1510,"$1,821.19 ",2,3,25315,Apartment,2015,0,U.A.E,5
The Views,Dubai,"$1,300,000.00 ",1269,"$1,024.43 ",2,2,25314,Apartment,2014,0,U.A.E,5
Dubai Marina,Dubai,"$1,200,000.00 ",1503,$798.40 ,3,3,25314,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$475,000.00 ",483,$983.44 ,1,2,25314,Apartment,2005,0,U.A.E,4
Dubai Festival City,Dubai,"$1,825,000.00 ",2182,$836.39 ,3,3,25314,Apartment,2018,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,550,000.00 ",639,"$2,425.67 ",1,2,25314,Apartment,2009,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,320,000.00 ",1160,"$2,000.00 ",1,2,25315,Apartment,2016,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,425,000.00 ",1690,$843.20 ,2,2,25314,Apartment,2006,0,U.A.E,4
Downtown Dubai,Dubai,"$4,500,000.00 ",2530,"$1,778.66 ",3,4,25315,Apartment,2011,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$3,200,000.00 ",3756,$851.97 ,4,4,25315,Apartment,2014,0,U.A.E,4
Dubai Marina,Dubai,"$3,050,000.00 ",1958,"$1,557.71 ",3,5,25314,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$850,000.00 ",1492,$569.71 ,2,3,25314,Apartment,2013,0,U.A.E,5
Business Bay,Dubai,"$16,950,000.00 ",4907,"$3,454.25 ",3,2,25314,Apartment,2007,0,U.A.E,4
Dubai Marina,Dubai,"$1,300,000.00 ",950,"$1,368.42 ",1,2,25314,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$1,650,000.00 ",1241,"$1,329.57 ",2,3,25315,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$1,650,000.00 ",1325,"$1,245.28 ",2,3,25314,Apartment,2016,0,U.A.E,4
Downtown Dubai,Dubai,"$2,300,000.00 ",1755,"$1,310.54 ",3,4,25315,Apartment,2020,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$850,000.00 ",760,"$1,118.42 ",0,1,25315,Apartment,2018,0,U.A.E,5
City Walk,Dubai,"$4,949,999.00 ",2420,"$2,045.45 ",3,4,25315,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$1,000,000.00 ",915,"$1,092.90 ",1,1,25314,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$2,800,000.00 ",1507,"$1,858.00 ",2,3,25315,Apartment,2015,0,U.A.E,4
Al Sufouh,Dubai,"$1,200,000.00 ",1201,$999.17 ,2,3,25314,Apartment,2014,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,350,000.00 ",2184,$618.13 ,2,2,25315,Apartment,2008,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$690,000.00 ",852,$809.86 ,1,2,25314,Apartment,2016,0,U.A.E,5
Umm Suqeim,Dubai,"$1,423,000.00 ",772,"$1,843.26 ",1,1,25315,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$1,590,000.00 ",1192,"$1,333.89 ",2,2,25315,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$750,000.00 ",890,$842.70 ,1,2,25314,Apartment,2011,0,U.A.E,5
Downtown Dubai,Dubai,"$1,400,000.00 ",1487,$941.49 ,2,3,25315,Apartment,2012,0,U.A.E,5
Downtown Dubai,Dubai,"$7,900,000.00 ",2385,"$3,312.37 ",3,4,25315,Apartment,2023,0,U.A.E,4
Dubai South (Dubai World Central),Dubai,"$425,000.00 ",665,$639.10 ,1,1,25315,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$2,325,000.00 ",1338,"$1,737.67 ",2,3,25315,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$2,700,000.00 ",1649,"$1,637.36 ",2,3,25315,Apartment,2014,0,U.A.E,4
Dubai Marina,Dubai,"$3,195,000.00 ",2514,"$1,270.88 ",3,4,25314,Apartment,2009,0,U.A.E,4
Greens,Dubai,"$1,100,000.00 ",1294,$850.08 ,2,2,25314,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,300,000.00 ",1886,$689.29 ,2,3,25314,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$3,199,999.00 ",1969,"$1,625.19 ",3,3,25314,Apartment,2018,0,U.A.E,5
Al Furjan,Dubai,"$530,000.00 ",700,$757.14 ,1,1,25314,Apartment,2009,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,600,000.00 ",1739,"$2,070.16 ",2,3,25315,Apartment,2020,0,U.A.E,4
Dubai Land,Dubai,"$330,000.00 ",634,$520.50 ,1,1,25315,Apartment,2014,0,U.A.E,5
Dubai Marina,Dubai,"$3,600,000.00 ",2050,"$1,756.10 ",3,4,25315,Apartment,2016,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$500,000.00 ",532,$939.85 ,0,2,25315,Apartment,2015,0,U.A.E,5
Dubai Marina,Dubai,"$2,000,000.00 ",1314,"$1,522.07 ",2,3,25315,Apartment,2010,0,U.A.E,5
Downtown Dubai,Dubai,"$3,110,000.00 ",1550,"$2,006.45 ",3,3,25314,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,240,000.00 ",790,"$1,569.62 ",1,1,25314,Apartment,2012,0,U.A.E,5
Dubai Marina,Dubai,"$888,000.00 ",713,"$1,245.44 ",1,2,25315,Apartment,2013,0,U.A.E,4
Downtown Dubai,Dubai,"$1,300,000.00 ",974,"$1,334.70 ",1,2,25314,Apartment,2005,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$3,615,000.00 ",1515,"$2,386.14 ",2,2,25315,Apartment,2008,0,U.A.E,4
Business Bay,Dubai,"$970,000.00 ",685,"$1,416.06 ",1,2,25314,Apartment,2015,0,U.A.E,5
Dubai Marina,Dubai,"$2,175,000.00 ",1312,"$1,657.77 ",2,3,25315,Apartment,2023,0,U.A.E,5
Dubai Land,Dubai,"$350,000.00 ",715,$489.51 ,1,1,25314,Apartment,2005,0,U.A.E,4
Dubai Land,Dubai,"$500,000.00 ",1239,$403.55 ,2,3,25314,Apartment,2018,0,U.A.E,4
Meydan,Dubai,"$1,300,000.00 ",1494,$870.15 ,2,2,25314,Apartment,2015,0,U.A.E,5
Business Bay,Dubai,"$750,000.00 ",1007,$744.79 ,1,2,25314,Apartment,2011,0,U.A.E,4
Jumeirah,Dubai,"$4,499,000.00 ",1620,"$2,777.16 ",1,2,25315,Apartment,2018,0,U.A.E,4
Downtown Dubai,Dubai,"$1,483,888.00 ",611,"$2,428.62 ",1,2,25315,Apartment,2009,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$570,000.00 ",900,$633.33 ,1,2,25314,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$1,390,000.00 ",1162,"$1,196.21 ",2,3,25315,Apartment,2007,0,U.A.E,4
Dubai Marina,Dubai,"$1,650,000.00 ",1900,$868.42 ,3,4,25315,Apartment,2018,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,900,000.00 ",3090,$938.51 ,3,5,25314,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$1,595,000.00 ",1376,"$1,159.16 ",2,3,25315,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$1,100,000.00 ",940,"$1,170.21 ",1,2,25315,Apartment,2022,0,U.A.E,5
Dubai Hills Estate,Dubai,"$900,000.00 ",989,$910.01 ,1,2,25315,Apartment,2011,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$325,000.00 ",644,$504.66 ,0,1,25315,Apartment,2016,0,U.A.E,4
Al Kifaf,Dubai,"$1,700,000.00 ",1616,"$1,051.98 ",2,2,25314,Apartment,2020,0,U.A.E,4
Dubai Sports City,Dubai,"$580,000.00 ",1137,$510.11 ,1,2,25315,Apartment,2011,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,450,000.00 ",1800,"$1,916.67 ",2,3,25314,Apartment,2006,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,700,000.00 ",1966,$864.70 ,2,2,25314,Apartment,2016,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$1,855,000.00 ",1441,"$1,287.30 ",3,3,25315,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$999,999.00 ",838,"$1,193.32 ",1,1,25314,Apartment,2013,0,U.A.E,4
Jumeirah,Dubai,"$6,474,000.00 ",3425,"$1,890.22 ",4,5,25315,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,266,000.00 ",712,"$1,778.09 ",1,2,25314,Apartment,2019,0,U.A.E,5
Dubai Marina,Dubai,"$1,999,995.00 ",2800,$714.28 ,3,4,25314,Apartment,2010,0,U.A.E,4
Town Square,Dubai,"$650,000.00 ",1064,$610.90 ,2,2,25314,Apartment,2005,0,U.A.E,5
Greens,Dubai,"$1,100,000.00 ",1441,$763.36 ,2,2,25314,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$1,825,000.00 ",1336,"$1,366.02 ",2,3,25314,Apartment,2013,0,U.A.E,5
Dubai Land,Dubai,"$750,000.00 ",1806,$415.28 ,3,3,25315,Apartment,2018,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,950,000.00 ",1215,"$1,604.94 ",2,3,25314,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$18,614,888.00 ",5383,"$3,458.09 ",4,6,25315,Apartment,2016,0,U.A.E,4
Downtown Dubai,Dubai,"$2,063,888.00 ",1078,"$1,914.55 ",2,2,25314,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$2,060,888.00 ",1077,"$1,913.55 ",2,2,25315,Apartment,2014,0,U.A.E,4
Downtown Dubai,Dubai,"$1,926,888.00 ",1016,"$1,896.54 ",2,2,25314,Apartment,2016,0,U.A.E,5
Downtown Dubai,Dubai,"$1,979,888.00 ",1047,"$1,891.01 ",2,2,25315,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$2,079,888.00 ",1016,"$2,047.13 ",2,2,25315,Apartment,2005,0,U.A.E,4
Dubai Marina,Dubai,"$1,300,000.00 ",891,"$1,459.03 ",1,2,25315,Apartment,2015,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$399,950.00 ",421,$950.00 ,0,1,25315,Apartment,2018,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$1,245,888.00 ",978,"$1,273.91 ",2,2,25315,Apartment,2009,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,547,000.00 ",1401,"$1,817.99 ",2,3,25315,Apartment,2006,0,U.A.E,5
Dubai Marina,Dubai,"$1,400,000.00 ",1334,"$1,049.48 ",2,2,25315,Apartment,2020,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$414,000.00 ",450,$920.00 ,0,1,25314,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$935,000.00 ",1350,$692.59 ,2,3,25314,Apartment,2018,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,286,000.00 ",1500,$857.33 ,3,4,25315,Apartment,2023,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$940,000.00 ",1100,$854.55 ,2,3,25315,Apartment,2019,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,398,000.00 ",1600,$873.75 ,3,4,25315,Apartment,2016,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$625,000.00 ",750,$833.33 ,1,2,25314,Apartment,2019,0,U.A.E,4
Business Bay,Dubai,"$679,000.00 ",410,"$1,656.10 ",1,1,25315,Apartment,2017,0,U.A.E,4
Bluewaters,Dubai,"$2,930,000.00 ",1512,"$1,937.83 ",2,3,25314,Apartment,2005,0,U.A.E,5
Palm Jumeirah,Dubai,"$35,000,000.00 ",7346,"$4,764.50 ",4,5,25315,Apartment,2020,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$425,000.00 ",532,$798.87 ,0,1,25314,Apartment,2012,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,000.00 ",800,$775.00 ,1,2,25315,Apartment,2020,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,175,000.00 ",1600,$734.38 ,3,4,25314,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$759,000.00 ",900,$843.33 ,2,3,25315,Apartment,2015,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,585,000.00 ",2055,"$1,257.91 ",2,1,25315,Apartment,2012,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,325,000.00 ",1264,"$1,048.26 ",2,2,25314,Apartment,2013,0,U.A.E,5
Dubai Silicon Oasis,Dubai,"$510,000.00 ",936,$544.87 ,2,3,25315,Apartment,2018,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,220,000.00 ",1203,"$1,014.13 ",2,3,25315,Apartment,2007,0,U.A.E,4
Motor City,Dubai,"$850,000.00 ",1442,$589.46 ,2,2,25314,Apartment,2016,0,U.A.E,4
The Hills,Dubai,"$1,250,000.00 ",828,"$1,509.66 ",1,2,25315,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$3,000,000.00 ",1841,"$1,629.55 ",3,5,25315,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$1,390,000.00 ",717,"$1,938.63 ",1,1,25314,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$2,200,000.00 ",1788,"$1,230.43 ",3,4,25315,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$656,000.00 ",727,$902.34 ,1,2,25314,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$2,990,000.00 ",1746,"$1,712.49 ",3,4,25314,Apartment,2006,0,U.A.E,5
Motor City,Dubai,"$1,000,000.00 ",1880,$531.91 ,2,2,25315,Apartment,2017,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$443,000.00 ",423,"$1,047.28 ",0,1,25315,Apartment,2008,0,U.A.E,5
Dubai Creek Harbour (The Lagoons),Dubai,"$2,600,000.00 ",1480,"$1,756.76 ",3,4,25315,Apartment,2015,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,110,000.00 ",766,"$2,754.57 ",1,2,25315,Apartment,2020,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,880,000.00 ",807,"$2,329.62 ",1,2,25314,Apartment,2016,0,U.A.E,4
The Views,Dubai,"$1,600,000.00 ",1477,"$1,083.28 ",2,2,25314,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$2,300,000.00 ",1350,"$1,703.70 ",2,2,25315,Apartment,2019,0,U.A.E,5
Business Bay,Dubai,"$1,123,000.00 ",940,"$1,194.68 ",1,1,25315,Apartment,2011,0,U.A.E,5
DIFC,Dubai,"$5,700,000.00 ",4042,"$1,410.19 ",4,5,25314,Apartment,2018,0,U.A.E,4
Motor City,Dubai,"$600,000.00 ",1000,$600.00 ,1,2,25315,Apartment,2017,0,U.A.E,4
Dubai Marina,Dubai,"$1,650,000.00 ",1861,$886.62 ,2,2,25315,Apartment,2013,0,U.A.E,5
Dubai Marina,Dubai,"$1,095,000.00 ",1225,$893.88 ,2,2,25314,Apartment,2023,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$950,000.00 ",1389,$683.95 ,1,2,25314,Apartment,2013,0,U.A.E,5
Greens,Dubai,"$1,120,000.00 ",1305,$858.24 ,2,2,25315,Apartment,2013,0,U.A.E,4
Greens,Dubai,"$1,300,000.00 ",761,"$1,708.28 ",1,1,25315,Apartment,2009,0,U.A.E,5
The Views,Dubai,"$2,250,000.00 ",2233,"$1,007.61 ",3,4,25314,Apartment,2023,0,U.A.E,5
DIFC,Dubai,"$1,200,000.00 ",877,"$1,368.30 ",1,2,25314,Apartment,2018,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,350,000.00 ",1361,$991.92 ,2,2,25314,Apartment,2012,0,U.A.E,4
Dubai Sports City,Dubai,"$615,000.00 ",822,$748.18 ,1,2,25315,Apartment,2013,0,U.A.E,5
Downtown Dubai,Dubai,"$1,900,000.00 ",1538,"$1,235.37 ",2,3,25315,Apartment,2013,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,695,000.00 ",1338,"$1,266.82 ",1,2,25314,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$500,000.00 ",761,$657.03 ,1,2,25314,Apartment,2017,0,U.A.E,4
Dubai Marina,Dubai,"$1,200,000.00 ",895,"$1,340.78 ",1,2,25315,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$1,650,000.00 ",1109,"$1,487.83 ",2,3,25315,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$3,799,900.00 ",1580,"$2,405.00 ",2,2,25315,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$2,250,000.00 ",2219,"$1,013.97 ",2,3,25314,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$1,200,000.00 ",850,"$1,411.76 ",1,2,25314,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$3,990,000.00 ",2352,"$1,696.43 ",4,4,25315,Apartment,2006,0,U.A.E,4
Dubai Hills Estate,Dubai,"$1,895,000.00 ",1968,$962.91 ,3,4,25315,Apartment,2005,0,U.A.E,4
Dubai Marina,Dubai,"$950,000.00 ",936,"$1,014.96 ",1,2,25314,Apartment,2016,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,288,888.00 ",742,"$1,737.05 ",1,2,25315,Apartment,2014,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,288,888.00 ",742,"$1,737.05 ",1,2,25315,Apartment,2022,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,288,888.00 ",742,"$1,737.05 ",1,2,25314,Apartment,2012,0,U.A.E,5
Old Town,Dubai,"$4,900,000.00 ",2678,"$1,829.72 ",3,5,25314,Apartment,2021,0,U.A.E,4
Palm Jumeirah,Dubai,"$5,045,846.00 ",1740,"$2,899.91 ",2,2,25315,Apartment,2005,0,U.A.E,5
Downtown Dubai,Dubai,"$1,780,000.00 ",822,"$2,165.45 ",1,2,25315,Apartment,2015,0,U.A.E,4
Al Furjan,Dubai,"$350,000.00 ",378,$925.93 ,0,1,25314,Apartment,2009,0,U.A.E,4
Dubai Hills Estate,Dubai,"$2,100,000.00 ",1969,"$1,066.53 ",3,3,25314,Apartment,2021,0,U.A.E,4
Dubai Sports City,Dubai,"$615,000.00 ",822,$748.18 ,1,2,25314,Apartment,2006,0,U.A.E,5
Dubai Marina,Dubai,"$2,395,000.00 ",1875,"$1,277.33 ",3,3,25314,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$654,000.00 ",624,"$1,048.08 ",1,1,25314,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$1,599,999.00 ",1180,"$1,355.93 ",2,2,25314,Apartment,2017,0,U.A.E,4
Business Bay,Dubai,"$600,000.00 ",530,"$1,132.08 ",0,1,25315,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$3,000,000.00 ",1746,"$1,718.21 ",3,4,25314,Apartment,2018,0,U.A.E,4
DIFC,Dubai,"$1,250,000.00 ",942,"$1,326.96 ",1,2,25315,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$624,888.00 ",321,"$1,946.69 ",0,1,25315,Apartment,2006,0,U.A.E,5
Dubai Festival City,Dubai,"$1,950,000.00 ",2256,$864.36 ,3,4,25314,Apartment,2005,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,702,000.00 ",1034,"$2,613.15 ",1,2,25314,Apartment,2017,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$4,610,000.00 ",1789,"$2,576.86 ",2,3,25315,Apartment,2009,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,980,000.00 ",705,"$2,808.51 ",1,2,25315,Apartment,2012,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$5,800,000.00 ",2590,"$2,239.38 ",4,5,25315,Apartment,2014,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,650,000.00 ",1967,"$1,855.62 ",2,3,25314,Apartment,2007,0,U.A.E,5
The Views,Dubai,"$1,300,000.00 ",1343,$967.98 ,2,2,25315,Apartment,2012,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,600,000.00 ",1731,$924.32 ,2,3,25314,Apartment,2005,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,140,000.00 ",766,"$2,793.73 ",1,2,25315,Apartment,2009,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,300,000.00 ",2250,"$1,466.67 ",3,3,25314,Apartment,2009,0,U.A.E,4
Downtown Dubai,Dubai,"$1,550,000.00 ",1040,"$1,490.38 ",1,2,25314,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$2,250,000.00 ",1378,"$1,632.80 ",1,2,25314,Apartment,2018,0,U.A.E,4
Old Town,Dubai,"$888,888.00 ",810,"$1,097.39 ",1,1,25314,Apartment,2019,0,U.A.E,5
Al Furjan,Dubai,"$399,000.00 ",380,"$1,050.00 ",0,1,25315,Apartment,2016,0,U.A.E,5
The Views,Dubai,"$815,000.00 ",857,$950.99 ,1,1,25315,Apartment,2023,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$5,750,000.00 ",2574,"$2,233.88 ",3,4,25314,Apartment,2009,0,U.A.E,4
Downtown Dubai,Dubai,"$1,175,000.00 ",1088,"$1,079.96 ",1,2,25315,Apartment,2019,0,U.A.E,4
Dubai Marina,Dubai,"$1,049,950.00 ",1258,$834.62 ,2,2,25314,Apartment,2016,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,650,000.00 ",1589,"$1,038.39 ",2,2,25315,Apartment,2019,0,U.A.E,5
Al Kifaf,Dubai,"$1,359,000.00 ",990,"$1,372.73 ",1,2,25314,Apartment,2009,0,U.A.E,4
Downtown Dubai,Dubai,"$1,600,000.00 ",1105,"$1,447.96 ",2,3,25315,Apartment,2010,0,U.A.E,4
Downtown Dubai,Dubai,"$1,650,000.00 ",1725,$956.52 ,2,3,25315,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$2,950,000.00 ",2590,"$1,139.00 ",4,5,25314,Apartment,2022,0,U.A.E,4
Downtown Dubai,Dubai,"$1,700,000.00 ",1560,"$1,089.74 ",2,3,25314,Apartment,2008,0,U.A.E,4
The Views,Dubai,"$1,500,000.00 ",2528,$593.35 ,3,3,25315,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$595,000.00 ",613,$970.64 ,1,2,25315,Apartment,2011,0,U.A.E,5
Meydan,Dubai,"$1,075,000.00 ",1703,$631.24 ,2,2,25315,Apartment,2023,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$695,000.00 ",1474,$471.51 ,2,3,25314,Apartment,2005,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,200,000.00 ",1286,$933.13 ,2,2,25314,Apartment,2015,0,U.A.E,5
Greens,Dubai,"$1,120,000.00 ",1286,$870.92 ,2,2,25315,Apartment,2023,0,U.A.E,4
Downtown Dubai,Dubai,"$950,000.00 ",774,"$1,227.39 ",1,2,25315,Apartment,2018,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,761,627.00 ",1018,"$1,730.48 ",1,1,25314,Apartment,2007,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$828,241.00 ",670,"$1,236.18 ",1,2,25315,Apartment,2007,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,439,112.00 ",1129,"$1,274.68 ",2,3,25314,Apartment,2006,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,650,000.00 ",1228,"$1,343.65 ",2,3,25315,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$3,499,000.00 ",5757,$607.78 ,4,5,25315,Apartment,2005,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,350,000.00 ",1400,$964.29 ,2,3,25315,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$1,999,950.00 ",1875,"$1,066.64 ",2,3,25314,Apartment,2019,0,U.A.E,4
Al Furjan,Dubai,"$1,225,000.00 ",1700,$720.59 ,3,4,25314,Apartment,2007,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$750,000.00 ",1321,$567.75 ,2,3,25315,Apartment,2013,0,U.A.E,5
DIFC,Dubai,"$3,950,000.00 ",2621,"$1,507.06 ",3,3,25314,Apartment,2015,0,U.A.E,4
Downtown Dubai,Dubai,"$3,700,000.00 ",1518,"$2,437.42 ",2,3,25315,Apartment,2011,0,U.A.E,5
Downtown Dubai,Dubai,"$15,873,000.00 ",5383,"$2,948.73 ",4,5,25314,Apartment,2007,0,U.A.E,4
Downtown Dubai,Dubai,"$1,050,000.00 ",860,"$1,220.93 ",1,2,25315,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$1,450,000.00 ",1198,"$1,210.35 ",2,3,25315,Apartment,2018,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$603,000.00 ",997,$604.81 ,1,2,25314,Apartment,2011,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$5,399,990.00 ",2590,"$2,084.94 ",4,4,25315,Apartment,2012,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$2,300,000.00 ",1180,"$1,949.15 ",2,3,25315,Apartment,2006,0,U.A.E,4
The Views,Dubai,"$1,599,999.00 ",1478,"$1,082.54 ",2,2,25314,Apartment,2020,0,U.A.E,4
Meydan,Dubai,"$1,235,251.00 ",853,"$1,448.13 ",2,2,25315,Apartment,2011,0,U.A.E,4
Greens,Dubai,"$590,000.00 ",758,$778.36 ,1,1,25315,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$1,599,900.00 ",1450,"$1,103.38 ",2,3,25314,Apartment,2013,0,U.A.E,5
Motor City,Dubai,"$460,000.00 ",809,$568.60 ,0,1,25315,Apartment,2005,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$700,000.00 ",759,$922.27 ,1,2,25315,Apartment,2010,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$699,503.00 ",852,$821.01 ,1,2,25314,Apartment,2005,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,199,789.00 ",1392,$861.92 ,3,4,25314,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,502.00 ",851,$729.14 ,1,2,25315,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$759,502.00 ",848,$895.64 ,2,3,25314,Apartment,2020,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,204,504.00 ",1820,$661.82 ,3,4,25315,Apartment,2020,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$661,300.00 ",678,$975.37 ,1,2,25315,Apartment,2020,0,U.A.E,4
